
-------------------------------------------------------------------------------------
SELECT ms_nazwa_miasta,ul_nazwa_ulicy,ul_sym_ul,ob_nr_domu,ob_plec,count(*) FROM ewd_obywatele,ewd_miasta,ewd_ulice 
WHERE ob_status IN('S','C') AND 
ob_ms_kod_miasta=ms_kod_miasta AND ob_ul_kod_ulicy=ul_kod_ulicy GROUP BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu, ob_plec 
ORDER BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu, ob_plec;
---------------------------------------------------------------------------------

"MS_NAZWA_MIASTA";"UL_NAZWA_ULICY";"UL_SYM_UL";"OB_NR_DOMU";"OB_PLEC";"COUNT(*)"
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"33";"M";2
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"33";"¯";6
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"34";"M";11
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"34";"¯";10
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"36";"M";25
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"36";"¯";34
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"37";"M";19
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"37";"¯";23
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"38";"M";6
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"38";"¯";9
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"38A";"M";6
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"38A";"¯";8
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"39";"M";16
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"39";"¯";20
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"39A";"M";17
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"39A";"¯";13
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"39A<";"¯";1
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"4";"M";20
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"4";"¯";26
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"43";"M";6
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"43";"¯";6
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"45";"M";3
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"45";"¯";9
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"5";"M";5
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"5";"¯";4
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"6";"M";36
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"6";"¯";33
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"8";"M";13
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"8";"¯";14
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"9";"M";5
"S£UPSK";"JULIUSZA S£OWACKIEGO";"20291";"9";"¯";2
"S£UPSK";"KALINOWA";"07804";"1";"M";1
"S£UPSK";"KALINOWA";"07804";"1";"¯";2
"S£UPSK";"KALINOWA";"07804";"10";"M";1
"S£UPSK";"KALINOWA";"07804";"10";"¯";2
"S£UPSK";"KALINOWA";"07804";"11";"M";2
"S£UPSK";"KALINOWA";"07804";"11";"¯";1
"S£UPSK";"KALINOWA";"07804";"12";"M";2
"S£UPSK";"KALINOWA";"07804";"12";"¯";2
"S£UPSK";"KALINOWA";"07804";"13";"M";1
"S£UPSK";"KALINOWA";"07804";"13";"¯";3
"S£UPSK";"KALINOWA";"07804";"15";"M";1
"S£UPSK";"KALINOWA";"07804";"15";"¯";2
"S£UPSK";"KALINOWA";"07804";"16";"M";1
"S£UPSK";"KALINOWA";"07804";"16";"¯";2
"S£UPSK";"KALINOWA";"07804";"17";"M";1
"S£UPSK";"KALINOWA";"07804";"17";"¯";1
"S£UPSK";"KALINOWA";"07804";"18";"M";1
"S£UPSK";"KALINOWA";"07804";"18";"¯";1
"S£UPSK";"KALINOWA";"07804";"19";"M";1
"S£UPSK";"KALINOWA";"07804";"19";"¯";1
"S£UPSK";"KALINOWA";"07804";"1A";"M";2
"S£UPSK";"KALINOWA";"07804";"1A";"¯";1
"S£UPSK";"KALINOWA";"07804";"1B";"¯";2
"S£UPSK";"KALINOWA";"07804";"1C";"M";1
"S£UPSK";"KALINOWA";"07804";"1C";"¯";1
"S£UPSK";"KALINOWA";"07804";"2";"M";2
"S£UPSK";"KALINOWA";"07804";"2";"¯";3
"S£UPSK";"KALINOWA";"07804";"20";"M";2
"S£UPSK";"KALINOWA";"07804";"20";"¯";2
"S£UPSK";"KALINOWA";"07804";"21";"M";2
"S£UPSK";"KALINOWA";"07804";"21";"¯";1
"S£UPSK";"KALINOWA";"07804";"22";"M";1
"S£UPSK";"KALINOWA";"07804";"22";"¯";3
"S£UPSK";"KALINOWA";"07804";"23";"M";1
"S£UPSK";"KALINOWA";"07804";"23";"¯";2
"S£UPSK";"KALINOWA";"07804";"24";"M";1
"S£UPSK";"KALINOWA";"07804";"24";"¯";1
"S£UPSK";"KALINOWA";"07804";"25";"M";1
"S£UPSK";"KALINOWA";"07804";"25";"¯";2
"S£UPSK";"KALINOWA";"07804";"26";"M";2
"S£UPSK";"KALINOWA";"07804";"26";"¯";2
"S£UPSK";"KALINOWA";"07804";"27";"¯";2
"S£UPSK";"KALINOWA";"07804";"2A";"M";2
"S£UPSK";"KALINOWA";"07804";"2A";"¯";2
"S£UPSK";"KALINOWA";"07804";"2B";"M";3
"S£UPSK";"KALINOWA";"07804";"2B";"¯";2
"S£UPSK";"KALINOWA";"07804";"2B<";"M";1
"S£UPSK";"KALINOWA";"07804";"2C";"M";1
"S£UPSK";"KALINOWA";"07804";"2C";"¯";2
"S£UPSK";"KALINOWA";"07804";"3";"M";1
"S£UPSK";"KALINOWA";"07804";"3";"¯";4
"S£UPSK";"KALINOWA";"07804";"30";"M";1
"S£UPSK";"KALINOWA";"07804";"30";"¯";3
"S£UPSK";"KALINOWA";"07804";"31";"M";1
"S£UPSK";"KALINOWA";"07804";"31";"¯";1
"S£UPSK";"KALINOWA";"07804";"33";"M";1
"S£UPSK";"KALINOWA";"07804";"33";"¯";1
"S£UPSK";"KALINOWA";"07804";"4";"M";1
"S£UPSK";"KALINOWA";"07804";"4";"¯";1
"S£UPSK";"KALINOWA";"07804";"5";"M";1
"S£UPSK";"KALINOWA";"07804";"5";"¯";1
"S£UPSK";"KALINOWA";"07804";"6";"M";2
"S£UPSK";"KALINOWA";"07804";"6";"¯";2
"S£UPSK";"KALINOWA";"07804";"7";"M";1
"S£UPSK";"KALINOWA";"07804";"7";"¯";2
"S£UPSK";"KALINOWA";"07804";"8";"M";1
"S£UPSK";"KALINOWA";"07804";"8";"¯";1
"S£UPSK";"KALINOWA";"07804";"9";"M";1
"S£UPSK";"KALINOWA";"07804";"9";"¯";2
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"1";"M";45
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"1";"¯";39
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"2";"M";49
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"2";"¯";49
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"3";"M";49
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"3";"¯";45
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"4";"M";51
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"4";"¯";43
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"5";"M";38
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"5";"¯";51
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"6";"M";45
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"6";"¯";52
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"8";"M";46
"S£UPSK";"KARD. STEFANA WYSZYÑSKIEGO";"25107";"8";"¯";74
"S£UPSK";"KAROLA BORCHARDTA";"01815";"27";"M";3
"S£UPSK";"KAROLA BORCHARDTA";"01815";"27";"¯";1
"S£UPSK";"KAROLA BORCHARDTA";"01815";"31";"M";1
"S£UPSK";"KAROLA BORCHARDTA";"01815";"4";"M";2
"S£UPSK";"KAROLA BORCHARDTA";"01815";"4";"¯";2
"S£UPSK";"KAROLA BORCHARDTA";"01815";"4A";"M";3
"S£UPSK";"KAROLA BORCHARDTA";"01815";"4A";"¯";2
"S£UPSK";"KAROLA BORCHARDTA";"01815";"4B";"M";1
"S£UPSK";"KAROLA BORCHARDTA";"01815";"4B";"¯";2
"S£UPSK";"KAROLA BORCHARDTA";"01815";"4C";"¯";1
"S£UPSK";"KAROLA BORCHARDTA";"01815";"6";"M";1
"S£UPSK";"KAROLA BORCHARDTA";"01815";"61";"M";1
"S£UPSK";"KAROLA BORCHARDTA";"01815";"61";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"1";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"10";"M";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"10";"¯";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"11";"M";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"11";"¯";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"13";"M";3
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"13";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"14";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"16";"M";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"16";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"17";"M";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"17";"¯";4
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"18";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"19";"M";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"19";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"2";"M";3
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"2";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"20";"M";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"20";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"21";"M";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"21";"¯";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"22";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"23";"M";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"23";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"24";"M";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"24";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"24A";"M";4
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"24A";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"3";"M";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"3";"¯";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"4";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"5";"M";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"5";"¯";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"6";"M";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"6";"¯";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"7";"M";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"7";"¯";1
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"8";"M";2
"S£UPSK";"KAROLA CHODKIEWICZA";"26983";"8";"¯";3
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"1";"M";2
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"1";"¯";3
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"21";"M";13
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"21";"¯";12
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"22";"M";17
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"22";"¯";17
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"23";"M";36
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"23";"¯";37
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"26";"M";19
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"26";"¯";19
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"27";"M";9
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"27";"¯";14
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"3";"M";9
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"3";"¯";11
"S£UPSK";"KAROLA KNIAZIEWICZA";"08664";"9";"M";2
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"10A";"M";8
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"10A";"¯";12
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"10B";"M";15
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"10B";"¯";14
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"10C";"M";13
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"10C";"¯";18
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"11";"M";25
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"11";"¯";29
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"12";"M";17
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"12";"¯";26
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"13";"M";13
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"13";"¯";24
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"14";"M";23
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"14";"¯";27
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"22";"M";1
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"22";"¯";2
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"4";"M";1
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6";"M";4
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6";"¯";4
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6A";"M";6
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6A";"¯";4
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6A<";"M";1
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6A<";"¯";3
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6B";"M";2
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6B";"¯";4
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6C";"M";9
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6C";"¯";4
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6D";"M";4
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6D";"¯";7
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6E";"M";6
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"6E";"¯";5
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"7";"M";12
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"7";"¯";8
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"8";"M";37
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"8";"¯";49
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"8A";"M";1
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"8A";"¯";2
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"9";"M";7
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"9";"¯";3
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"9A";"M";4
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"9A";"¯";5
"S£UPSK";"KAROLA SZYMANOWSKIEGO";"22238";"9A<";"¯";1
"S£UPSK";"KASZTANOWA";"08171";"10";"M";1
"S£UPSK";"KASZTANOWA";"08171";"10";"¯";2
"S£UPSK";"KASZTANOWA";"08171";"12";"M";1
"S£UPSK";"KASZTANOWA";"08171";"12";"¯";1
"S£UPSK";"KASZTANOWA";"08171";"14";"M";2
"S£UPSK";"KASZTANOWA";"08171";"14";"¯";1
"S£UPSK";"KASZTANOWA";"08171";"16";"M";2
"S£UPSK";"KASZTANOWA";"08171";"16";"¯";1
"S£UPSK";"KASZTANOWA";"08171";"2";"¯";1
"S£UPSK";"KASZTANOWA";"08171";"6";"M";3
"S£UPSK";"KASZTANOWA";"08171";"6";"¯";1
"S£UPSK";"KASZTANOWA";"08171";"8";"M";2
"S£UPSK";"KASZTANOWA";"08171";"8";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"15";"M";2
"S£UPSK";"KASZUBSKA";"08183";"15";"¯";5
"S£UPSK";"KASZUBSKA";"08183";"17";"M";3
"S£UPSK";"KASZUBSKA";"08183";"17";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"18";"M";1
"S£UPSK";"KASZUBSKA";"08183";"18";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"21A";"M";3
"S£UPSK";"KASZUBSKA";"08183";"21A";"¯";4
"S£UPSK";"KASZUBSKA";"08183";"21B";"M";3
"S£UPSK";"KASZUBSKA";"08183";"21B";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"23";"M";4
"S£UPSK";"KASZUBSKA";"08183";"23";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"24";"M";1
"S£UPSK";"KASZUBSKA";"08183";"24";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"25";"M";2
"S£UPSK";"KASZUBSKA";"08183";"25";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"26";"M";2
"S£UPSK";"KASZUBSKA";"08183";"26";"¯";6
"S£UPSK";"KASZUBSKA";"08183";"27";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"28";"M";4
"S£UPSK";"KASZUBSKA";"08183";"28";"¯";4
"S£UPSK";"KASZUBSKA";"08183";"3";"M";1
"S£UPSK";"KASZUBSKA";"08183";"3";"¯";5
"S£UPSK";"KASZUBSKA";"08183";"30";"M";3
"S£UPSK";"KASZUBSKA";"08183";"30";"¯";4
"S£UPSK";"KASZUBSKA";"08183";"31";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"33";"M";1
"S£UPSK";"KASZUBSKA";"08183";"33";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"35";"M";4
"S£UPSK";"KASZUBSKA";"08183";"35";"¯";3
"S£UPSK";"KASZUBSKA";"08183";"36";"M";2
"S£UPSK";"KASZUBSKA";"08183";"36";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"37";"M";1
"S£UPSK";"KASZUBSKA";"08183";"37";"¯";3
"S£UPSK";"KASZUBSKA";"08183";"39";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"41";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"43";"M";2
"S£UPSK";"KASZUBSKA";"08183";"43";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"44";"M";2
"S£UPSK";"KASZUBSKA";"08183";"44";"¯";3
"S£UPSK";"KASZUBSKA";"08183";"47A";"M";1
"S£UPSK";"KASZUBSKA";"08183";"47A";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"47B";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"49";"M";6
"S£UPSK";"KASZUBSKA";"08183";"49";"¯";6
"S£UPSK";"KASZUBSKA";"08183";"5";"M";3
"S£UPSK";"KASZUBSKA";"08183";"5";"¯";5
"S£UPSK";"KASZUBSKA";"08183";"50";"M";2
"S£UPSK";"KASZUBSKA";"08183";"50";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"51";"M";2
"S£UPSK";"KASZUBSKA";"08183";"51";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"51A";"M";1
"S£UPSK";"KASZUBSKA";"08183";"51A";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"51B";"M";2
"S£UPSK";"KASZUBSKA";"08183";"51B";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"54B";"M";1
"S£UPSK";"KASZUBSKA";"08183";"54BA";"M";2
"S£UPSK";"KASZUBSKA";"08183";"54BA";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"55";"M";3
"S£UPSK";"KASZUBSKA";"08183";"55";"¯";3
"S£UPSK";"KASZUBSKA";"08183";"56";"M";2
"S£UPSK";"KASZUBSKA";"08183";"56";"¯";1
"S£UPSK";"KASZUBSKA";"08183";"58";"M";2
"S£UPSK";"KASZUBSKA";"08183";"58";"¯";2
"S£UPSK";"KASZUBSKA";"08183";"7";"M";2
"S£UPSK";"KASZUBSKA";"08183";"7";"¯";5
"S£UPSK";"KLONOWA";"08574";"10";"M";2
"S£UPSK";"KLONOWA";"08574";"10";"¯";1
"S£UPSK";"KLONOWA";"08574";"12";"M";1
"S£UPSK";"KLONOWA";"08574";"14";"M";2
"S£UPSK";"KLONOWA";"08574";"14";"¯";5
"S£UPSK";"KLONOWA";"08574";"16";"M";2
"S£UPSK";"KLONOWA";"08574";"16";"¯";2
"S£UPSK";"KLONOWA";"08574";"18";"M";1
"S£UPSK";"KLONOWA";"08574";"20";"M";1
"S£UPSK";"KLONOWA";"08574";"20";"¯";1
"S£UPSK";"KLONOWA";"08574";"2A";"M";1
"S£UPSK";"KLONOWA";"08574";"2B";"M";1
"S£UPSK";"KLONOWA";"08574";"2B";"¯";3
"S£UPSK";"KLONOWA";"08574";"30D";"M";2
"S£UPSK";"KLONOWA";"08574";"30D";"¯";1
"S£UPSK";"KLONOWA";"08574";"30E";"M";2
"S£UPSK";"KLONOWA";"08574";"30E";"¯";2
"S£UPSK";"KLONOWA";"08574";"32";"M";6
"S£UPSK";"KLONOWA";"08574";"32";"¯";7
"S£UPSK";"KLONOWA";"08574";"32B";"M";3
"S£UPSK";"KLONOWA";"08574";"32B";"¯";1
"S£UPSK";"KLONOWA";"08574";"32D";"M";1
"S£UPSK";"KLONOWA";"08574";"32D";"¯";1
"S£UPSK";"KLONOWA";"08574";"4";"M";2
"S£UPSK";"KLONOWA";"08574";"4";"¯";1
"S£UPSK";"KLONOWA";"08574";"48";"M";3
"S£UPSK";"KLONOWA";"08574";"48";"¯";2
"S£UPSK";"KLONOWA";"08574";"5";"M";2
"S£UPSK";"KLONOWA";"08574";"5";"¯";2
"S£UPSK";"KLONOWA";"08574";"7";"M";5
"S£UPSK";"KLONOWA";"08574";"7";"¯";14
"S£UPSK";"KLONOWA";"08574";"8";"M";3
"S£UPSK";"KLONOWA";"08574";"8";"¯";1
"S£UPSK";"KO££¥TAJA";"09003";"10";"M";25
"S£UPSK";"KO££¥TAJA";"09003";"10";"¯";23
"S£UPSK";"KO££¥TAJA";"09003";"11";"M";6
"S£UPSK";"KO££¥TAJA";"09003";"11";"¯";7
"S£UPSK";"KO££¥TAJA";"09003";"12";"M";12
"S£UPSK";"KO££¥TAJA";"09003";"12";"¯";12
"S£UPSK";"KO££¥TAJA";"09003";"13";"M";26
"S£UPSK";"KO££¥TAJA";"09003";"13";"¯";27
"S£UPSK";"KO££¥TAJA";"09003";"13A";"M";2
"S£UPSK";"KO££¥TAJA";"09003";"13A";"¯";1
"S£UPSK";"KO££¥TAJA";"09003";"13A<";"M";1
"S£UPSK";"KO££¥TAJA";"09003";"13A<";"¯";2
"S£UPSK";"KO££¥TAJA";"09003";"13-OF";"M";2
"S£UPSK";"KO££¥TAJA";"09003";"13-OF";"¯";3
"S£UPSK";"KO££¥TAJA";"09003";"15A<";"¯";1
"S£UPSK";"KO££¥TAJA";"09003";"15D";"M";9
"S£UPSK";"KO££¥TAJA";"09003";"15D";"¯";9
"S£UPSK";"KO££¥TAJA";"09003";"15E";"M";13
"S£UPSK";"KO££¥TAJA";"09003";"15E";"¯";13
"S£UPSK";"KO££¥TAJA";"09003";"16";"M";4
"S£UPSK";"KO££¥TAJA";"09003";"16";"¯";3
"S£UPSK";"KO££¥TAJA";"09003";"16A";"M";5
"S£UPSK";"KO££¥TAJA";"09003";"16A";"¯";5
"S£UPSK";"KO££¥TAJA";"09003";"16A<";"M";1
"S£UPSK";"KO££¥TAJA";"09003";"16A<";"¯";1
"S£UPSK";"KO££¥TAJA";"09003";"16B";"M";11
"S£UPSK";"KO££¥TAJA";"09003";"16B";"¯";7
"S£UPSK";"KO££¥TAJA";"09003";"16C";"M";11
"S£UPSK";"KO££¥TAJA";"09003";"16C";"¯";4
"S£UPSK";"KO££¥TAJA";"09003";"16D";"M";3
"S£UPSK";"KO££¥TAJA";"09003";"16D";"¯";2
"S£UPSK";"KO££¥TAJA";"09003";"16E";"M";11
"S£UPSK";"KO££¥TAJA";"09003";"16E";"¯";8
"S£UPSK";"KO££¥TAJA";"09003";"16F";"M";2
"S£UPSK";"KO££¥TAJA";"09003";"16F";"¯";5
"S£UPSK";"KO££¥TAJA";"09003";"17";"M";10
"S£UPSK";"KO££¥TAJA";"09003";"17";"¯";9
"S£UPSK";"KO££¥TAJA";"09003";"18";"M";16
"S£UPSK";"KO££¥TAJA";"09003";"18";"¯";19
"S£UPSK";"KO££¥TAJA";"09003";"19A";"M";8
"S£UPSK";"KO££¥TAJA";"09003";"19A";"¯";13
"S£UPSK";"KO££¥TAJA";"09003";"19B";"M";12
"S£UPSK";"KO££¥TAJA";"09003";"19B";"¯";13
"S£UPSK";"KO££¥TAJA";"09003";"19C";"M";10
"S£UPSK";"KO££¥TAJA";"09003";"19C";"¯";17
"S£UPSK";"KO££¥TAJA";"09003";"19D";"M";4
"S£UPSK";"KO££¥TAJA";"09003";"19D";"¯";6
"S£UPSK";"KO££¥TAJA";"09003";"21";"M";49
"S£UPSK";"KO££¥TAJA";"09003";"21";"¯";62
"S£UPSK";"KO££¥TAJA";"09003";"23";"M";19
"S£UPSK";"KO££¥TAJA";"09003";"23";"¯";28
"S£UPSK";"KO££¥TAJA";"09003";"23-OF";"M";4
"S£UPSK";"KO££¥TAJA";"09003";"23-OF";"¯";2
"S£UPSK";"KO££¥TAJA";"09003";"23O<F<";"¯";1
"S£UPSK";"KO££¥TAJA";"09003";"24";"M";27
"S£UPSK";"KO££¥TAJA";"09003";"24";"¯";40
"S£UPSK";"KO££¥TAJA";"09003";"27";"M";2
"S£UPSK";"KO££¥TAJA";"09003";"27";"¯";6
"S£UPSK";"KO££¥TAJA";"09003";"28";"M";10
"S£UPSK";"KO££¥TAJA";"09003";"28";"¯";9
"S£UPSK";"KO££¥TAJA";"09003";"29";"M";5
"S£UPSK";"KO££¥TAJA";"09003";"29";"¯";6
"S£UPSK";"KO££¥TAJA";"09003";"31";"M";1
"S£UPSK";"KO££¥TAJA";"09003";"31";"¯";1
"S£UPSK";"KO££¥TAJA";"09003";"34";"M";3
"S£UPSK";"KO££¥TAJA";"09003";"34";"¯";4
"S£UPSK";"KO££¥TAJA";"09003";"35";"M";9
