-------------------------------------------------------------------------------------
SELECT ms_nazwa_miasta,ul_nazwa_ulicy,ul_sym_ul,ob_nr_domu,ob_nr_lokalu,ob_plec,count(*) FROM ewd_obywatele,ewd_miasta,ewd_ulice 
WHERE ob_status IN('S','C') AND 
ob_ms_kod_miasta=ms_kod_miasta AND ob_ul_kod_ulicy=ul_kod_ulicy GROUP BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu,
ob_nr_lokalu,ob_plec 
ORDER BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu,ob_nr_lokalu,ob_plec;
---------------------------------------------------------------------------------
"MS_NAZWA_MIASTA";"UL_NAZWA_ULICY";"UL_SYM_UL";"OB_NR_DOMU";"OB_NR_LOKALU";"OB_PLEC";"COUNT(*)"
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"59";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"59";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"6";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"60";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"61";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"61";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"62";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"62";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"7";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"7";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"8";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"8";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"9";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37";"9";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"1";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"1";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"10";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"11";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"11";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"12";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"12";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"14";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"14";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"15";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"15";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"17";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"18";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"18";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"19";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"2";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"2";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"20";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"21";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"21";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"22";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"23";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"23";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"24";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"24";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"25";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"25";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"26";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"27";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"27";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"29";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"29";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"3";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"30";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"31";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"31";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"32";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"32";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"33";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"34";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"34";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"35";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"35";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"36";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"36";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"37";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"37";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"38";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"38";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"4";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"4";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"5";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"5";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"7";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"7";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"8";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37A";"8";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"10";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"10";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"13";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"14";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"15";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"15";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"16";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"17";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"17";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"18";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"18";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"19";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"19";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"2";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"2";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"20";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"20";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"21";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"22";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"22";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"25";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"25";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"26";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"27";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"28";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"3";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"3";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"30";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"30";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"31";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"31";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"32";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"32";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"33";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"34";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"36";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"36";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"5";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"5";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"6";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"7";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"7";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"8";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"8";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37B";"9";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"1";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"10";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"10";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"11";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"11";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"13";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"14";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"14";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"15";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"16";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"16";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"17";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"18";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"18";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"19";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"19";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"2";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"2";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"20";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"20";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"21";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"21";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"22";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"22";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"23";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"24";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"25";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"25";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"26";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"26";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"27";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"27";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"28";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"28";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"29";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"29";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"31";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"32";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"32";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"33";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"33";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"34";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"34";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"35";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"35";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"36";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"36";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"37";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"37";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"38";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"39";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"40";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"40";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"42";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"42";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"43";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"43";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"44";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"45";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"45";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"5";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"6";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"6";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"7";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"9";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"37C";"9";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"38";"1";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"38";"1";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"38";"2";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"38";"2";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"1";"M";4
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"1";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"10";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"10";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"11";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"11";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"12";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"12";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"13";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"14";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"14";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"15";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"15";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"16";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"16";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"17";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"17";"M";4
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"18";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"18";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"19";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"19";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"20";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"21";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"21";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"22";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"22";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"23";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"23";"M";4
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"24";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"25";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"25";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"26";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"26";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"27";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"27";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"28";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"28";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"29";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"29";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"3";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"3";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"30";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"30";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"31";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"31";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"32";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"33";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"33";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"34";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"34";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"35";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"35";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"36";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"36";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"37";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"37";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"38";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"39";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"4";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"4";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"40";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"41";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"43";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"43";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"44";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"44";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"45";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"45";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"46";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"46";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"47";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"47";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"48";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"48";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"5";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"5";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"6";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"7";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"7";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"8";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"40";"9";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"1";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"1";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"10";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"10";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"11";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"11";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"12";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"12";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"13";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"13";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"14";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"14";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"15";"M";4
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"15";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"16";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"16";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"17";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"17";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"18";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"18";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"19";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"2";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"2";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"20";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"20";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"3";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"3";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"4";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"4";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"5";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"5";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"6";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"6";"M";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"7";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"8";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"8";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"9";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"41";"9";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"1";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"10";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"10";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"11";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"5";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"5";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"7";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"42A";"9";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"43";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"43";"";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65";"";"¯";4
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65B";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65B<";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65B<";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"65C";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66";"";"¯";3
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66A";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66A<";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66A<";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66B";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"66B";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"67";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"67A";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"67B";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68A";"";"M";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68A";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68B";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68C";"";"M";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68C";"";"¯";1
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68D";"";"¯";2
"S£UPSK";"ALEJA 3-GO MAJA";"11932";"68E";"";"M";2
